日付,銘柄名,コード,業種,TOPIXに占める個別銘柄のウエイト,ニューインデックス区分
20260529,東洋製罐グループホールディングス,5901,金属製品,0.0362%,TOPIX Mid400
20260529,ホッカンホールディングス,5902,金属製品,0.0022%,TOPIX Small 2
20260529,コロナ,5909,金属製品,0.0010%,TOPIX Small 2
20260529,横河ブリッジホールディングス,5911,金属製品,0.0090%,TOPIX Small 1
20260529,三和ホールディングス,5929,金属製品,0.0653%,TOPIX Mid400
20260529,文化シヤッター,5930,金属製品,0.0110%,TOPIX Small 1
20260529,三協立山,5932,金属製品,0.0015%,TOPIX Small 2
20260529,アルインコ,5933,金属製品,0.0015%,TOPIX Small 2
20260529,ＬＩＸＩＬ,5938,金属製品,0.0491%,TOPIX Mid400
20260529,ノーリツ,5943,金属製品,0.0075%,TOPIX Small 1
20260529,長府製作所,5946,金属製品,0.0037%,TOPIX Small 2
20260529,リンナイ,5947,金属製品,0.0323%,TOPIX Mid400
20260529,ユニプレス,5949,輸送用機器,0.0043%,TOPIX Small 1
20260529,日東精工,5957,金属製品,0.0019%,TOPIX Small 2
20260529,岡部,5959,金属製品,0.0029%,TOPIX Small 2
20260529,ジーテクト,5970,金属製品,0.0053%,TOPIX Small 1
20260529,東プレ,5975,金属製品,0.0091%,TOPIX Small 1
20260529,高周波熱錬,5976,金属製品,0.0035%,TOPIX Small 2
20260529,東京製綱,5981,金属製品,0.0020%,TOPIX Small 2
20260529,サンコール,5985,金属製品,0.0031%,TOPIX Small 2
20260529,パイオラックス,5988,金属製品,0.0032%,TOPIX Small 1
20260529,エイチワン,5989,金属製品,0.0034%,TOPIX Small 2
20260529,日本発條,5991,金属製品,0.0504%,TOPIX Mid400
20260529,中央発條,5992,金属製品,0.0049%,TOPIX Small 2
20260529,三浦工業,6005,機械,0.0273%,TOPIX Mid400
20260529,タクマ,6013,機械,0.0174%,TOPIX Small 1
20260529,弁護士ドットコム,6027,サービス業,0.0022%,TOPIX Small 2
20260529,アイ・アールジャパンホールディングス,6035,サービス業,0.0007%,TOPIX Small 2
20260529,ＫｅｅＰｅｒ技研,6036,サービス業,0.0030%,TOPIX Small 1
20260529,Ｇｕｎｏｓｙ,6047,サービス業,0.0007%,TOPIX Small 2
20260529,イー・ガーディアン,6050,サービス業,0.0009%,TOPIX Small 2
20260529,ジャパンマテリアル,6055,サービス業,0.0117%,TOPIX Small 1
20260529,ベクトル,6058,サービス業,0.0036%,TOPIX Small 2
20260529,チャーム・ケア・コーポレーション,6062,サービス業,0.0022%,TOPIX Small 2
20260529,キャリアリンク,6070,サービス業,0.0015%,TOPIX Small 2
20260529,ＩＢＪ,6071,サービス業,0.0012%,TOPIX Small 2
20260529,アサンテ,6073,サービス業,0.0012%,TOPIX Small 2
20260529,バリューＨＲ,6078,サービス業,0.0023%,TOPIX Small 2
20260529,Ｍ＆Ａキャピタルパートナーズ,6080,サービス業,0.0052%,TOPIX Small 1
20260529,ライドオンエクスプレスホールディングス,6082,サービス業,0.0007%,TOPIX Small 2
20260529,シグマクシス・ホールディングス,6088,サービス業,0.0029%,TOPIX Small 1
20260529,ウィルグループ,6089,サービス業,0.0018%,TOPIX Small 2
20260529,リクルートホールディングス,6098,サービス業,1.3667%,TOPIX Core30
20260529,エラン,6099,サービス業,0.0011%,TOPIX Small 2
20260529,ツガミ,6101,機械,0.0246%,TOPIX Small 1
20260529,オークマ,6103,機械,0.0130%,TOPIX Small 1
20260529,芝浦機械,6104,機械,0.0086%,TOPIX Small 1
20260529,アマダ,6113,機械,0.0776%,TOPIX Mid400
20260529,アイダエンジニアリング,6118,機械,0.0036%,TOPIX Small 1
20260529,ＦＵＪＩ,6134,機械,0.0577%,TOPIX Mid400
20260529,牧野フライス製作所,6135,機械,0.0245%,TOPIX Small 1
20260529,オーエスジー,6136,機械,0.0222%,TOPIX Mid400
20260529,旭ダイヤモンド工業,6140,機械,0.0057%,TOPIX Small 1
20260529,ＤＭＧ森精機,6141,機械,0.0431%,TOPIX Mid400
20260529,ソディック,6143,機械,0.0085%,TOPIX Small 1
20260529,ディスコ,6146,機械,0.5723%,TOPIX Large70
20260529,日東工器,6151,機械,0.0011%,TOPIX Small 2
20260529,日進工具,6157,機械,0.0013%,TOPIX Small 2
20260529,冨士ダイス,6167,機械,0.0014%,TOPIX Small 2
20260529,日本郵政,6178,サービス業,0.3159%,TOPIX Large70
20260529,ベルシステム２４ホールディングス,6183,サービス業,0.0036%,TOPIX Small 2
20260529,鎌倉新書,6184,サービス業,0.0008%,TOPIX Small 2
20260529,エアトリ,6191,サービス業,0.0014%,TOPIX Small 2
20260529,アトラエ,6194,サービス業,0.0010%,TOPIX Small 2
20260529,ストライクグループ,6196,サービス業,0.0039%,TOPIX Small 1
20260529,ソラスト,6197,サービス業,0.0014%,TOPIX Small 2
20260529,セラク,6199,情報・通信業,0.0006%,TOPIX Small 2
20260529,インソース,6200,サービス業,0.0028%,TOPIX Small 1
20260529,リケンＮＰＲ,6209,機械,0.0081%,TOPIX Small 1
20260529,島精機製作所,6222,機械,0.0026%,TOPIX Small 1
20260529,オプトラン,6235,機械,0.0110%,TOPIX Small 1
20260529,イワキ,6237,機械,0.0041%,TOPIX Small 2
20260529,フリュー,6238,機械,0.0025%,TOPIX Small 2
20260529,ヤマシンフィルタ,6240,機械,0.0022%,TOPIX Small 2
20260529,日阪製作所,6247,機械,0.0030%,TOPIX Small 2
20260529,やまびこ,6250,機械,0.0117%,TOPIX Small 1
20260529,野村マイクロ・サイエンス,6254,機械,0.0151%,TOPIX Small 1
20260529,平田機工,6258,機械,0.0075%,TOPIX Small 1
20260529,ＰＥＧＡＳＵＳ,6262,機械,0.0012%,TOPIX Small 2
20260529,マルマエ,6264,機械,0.0041%,TOPIX Small 2
20260529,タツモ,6266,機械,0.0044%,TOPIX Small 2
20260529,ナブテスコ,6268,機械,0.0574%,TOPIX Mid400
20260529,三井海洋開発,6269,機械,0.0463%,TOPIX Mid400
20260529,レオン自動機,6272,機械,0.0031%,TOPIX Small 2
20260529,ＳＭＣ,6273,機械,0.3578%,TOPIX Large70
20260529,ホソカワミクロン,6277,機械,0.0073%,TOPIX Small 1
20260529,ユニオンツール,6278,機械,0.0177%,TOPIX Small 1
20260529,瑞光,6279,機械,0.0014%,TOPIX Small 2
20260529,オイレス工業,6282,機械,0.0058%,TOPIX Small 1
20260529,日精エー・エス・ビー機械,6284,機械,0.0066%,TOPIX Small 1
20260529,サトー,6287,機械,0.0055%,TOPIX Small 1
20260529,技研製作所,6289,機械,0.0030%,TOPIX Small 2
20260529,日本エアーテック,6291,機械,0.0011%,TOPIX Small 2
20260529,ワイエイシイホールディングス,6298,機械,0.0020%,TOPIX Small 2
20260529,小松製作所,6301,機械,0.5786%,TOPIX Large70
20260529,住友重機械工業,6302,機械,0.0564%,TOPIX Mid400
20260529,日立建機,6305,機械,0.0378%,TOPIX Mid400
20260529,日工,6306,機械,0.0030%,TOPIX Small 2
20260529,巴工業,6309,機械,0.0034%,TOPIX Small 2
20260529,井関農機,6310,機械,0.0029%,TOPIX Small 2
20260529,ＴＯＷＡ,6315,機械,0.0198%,TOPIX Small 1
20260529,北川鉄工所,6317,機械,0.0012%,TOPIX Small 2
20260529,ローツェ,6323,機械,0.0422%,TOPIX Mid400
20260529,ハーモニック・ドライブ・システムズ,6324,機械,0.0381%,TOPIX Small 2
20260529,クボタ,6326,機械,0.2623%,TOPIX Large70
20260529,荏原実業,6328,機械,0.0046%,TOPIX Small 2
20260529,東洋エンジニアリング,6330,建設業,0.0080%,TOPIX Small 2
20260529,三菱化工機,6331,機械,0.0069%,TOPIX Small 1
20260529,月島ホールディングス,6332,機械,0.0065%,TOPIX Small 1
20260529,ＴＥＩＫＯＫＵ,6333,機械,0.0034%,TOPIX Small 2
20260529,新東工業,6339,機械,0.0047%,TOPIX Small 2
20260529,澁谷工業,6340,機械,0.0067%,TOPIX Small 2
20260529,アイチ　コーポレーション,6345,機械,0.0037%,TOPIX Small 2
20260529,小森コーポレーション,6349,機械,0.0064%,TOPIX Small 1
20260529,鶴見製作所,6351,機械,0.0055%,TOPIX Small 2
20260529,酒井重工業,6358,機械,0.0015%,TOPIX Small 2
20260529,荏原製作所,6361,機械,0.2106%,TOPIX Mid400
20260529,酉島製作所,6363,機械,0.0037%,TOPIX Small 1
20260529,ＡＩＲＭＡＮ,6364,機械,0.0031%,TOPIX Small 2
20260529,ダイキン工業,6367,機械,0.5532%,TOPIX Core30
20260529,オルガノ,6368,機械,0.0400%,TOPIX Mid400
20260529,トーヨーカネツ,6369,機械,0.0034%,TOPIX Small 2
20260529,栗田工業,6370,機械,0.0962%,TOPIX Mid400
20260529,椿本チエイン,6371,機械,0.0213%,TOPIX Small 1
20260529,日機装,6376,精密機器,0.0131%,TOPIX Small 1
20260529,木村化工機,6378,機械,0.0017%,TOPIX Small 2
20260529,レイズネクスト,6379,建設業,0.0057%,TOPIX Small 2
20260529,アネスト岩田,6381,機械,0.0055%,TOPIX Small 2
20260529,ダイフク,6383,機械,0.2251%,TOPIX Mid400
20260529,サムコ,6387,機械,0.0049%,TOPIX Small 2
20260529,タダノ,6395,機械,0.0123%,TOPIX Small 1
20260529,ＣＫＤ,6407,機械,0.0361%,TOPIX Small 1
20260529,平和,6412,機械,0.0105%,TOPIX Small 1
20260529,理想科学工業,6413,機械,0.0029%,TOPIX Small 2
20260529,ＳＡＮＫＹＯ,6417,機械,0.0276%,TOPIX Mid400
20260529,日本金銭機械,6418,機械,0.0022%,TOPIX Small 2
20260529,マースグループホールディングス,6419,機械,0.0046%,TOPIX Small 1
20260529,ガリレイ,6420,機械,0.0092%,TOPIX Small 1
20260529,ダイコク電機,6430,機械,0.0019%,TOPIX Small 2
20260529,竹内製作所,6432,機械,0.0225%,TOPIX Small 1
20260529,アマノ,6436,機械,0.0172%,TOPIX Mid400
20260529,ＪＵＫＩ,6440,機械,0.0016%,TOPIX Small 2
20260529,ジャノメ,6445,機械,0.0017%,TOPIX Small 2
20260529,ブラザー工業,6448,電気機器,0.0849%,TOPIX Mid400
20260529,マックス,6454,機械,0.0167%,TOPIX Small 1
20260529,モリタホールディングス,6455,輸送用機器,0.0068%,TOPIX Small 2
20260529,グローリー,6457,機械,0.0195%,TOPIX Mid400
20260529,新晃工業,6458,機械,0.0060%,TOPIX Small 1
20260529,大和冷機工業,6459,機械,0.0049%,TOPIX Small 2
20260529,セガサミーホールディングス,6460,機械,0.0333%,TOPIX Mid400
20260529,ＴＰＲ,6463,機械,0.0057%,TOPIX Small 1
20260529,ツバキ・ナカシマ,6464,機械,0.0018%,TOPIX Small 2
20260529,ホシザキ,6465,機械,0.0619%,TOPIX Mid400
20260529,大豊工業,6470,機械,0.0016%,TOPIX Small 2
20260529,日本精工,6471,機械,0.0422%,TOPIX Mid400
20260529,ＮＴＮ,6472,機械,0.0219%,TOPIX Mid400
20260529,ジェイテクト,6473,機械,0.0373%,TOPIX Mid400
20260529,不二越,6474,機械,0.0078%,TOPIX Small 1
20260529,ミネベアミツミ,6479,電気機器,0.1448%,TOPIX Mid400
20260529,日本トムソン,6480,機械,0.0113%,TOPIX Small 2
20260529,ＴＨＫ,6481,機械,0.0738%,TOPIX Mid400
20260529,ＹＵＳＨＩＮ,6482,機械,0.0010%,TOPIX Small 2
20260529,前澤給装工業,6485,機械,0.0019%,TOPIX Small 2
20260529,イーグル工業,6486,機械,0.0057%,TOPIX Small 1
20260529,ＰＩＬＬＡＲ,6490,機械,0.0159%,TOPIX Small 1
20260529,キッツ,6498,機械,0.0146%,TOPIX Small 1
20260529,日立製作所,6501,電気機器,2.3740%,TOPIX Core30
20260529,三菱電機,6503,電気機器,1.3105%,TOPIX Core30
20260529,富士電機,6504,電気機器,0.2024%,TOPIX Mid400
20260529,安川電機,6506,電気機器,0.1428%,TOPIX Mid400
20260529,シンフォニアテクノロジー,6507,電気機器,0.0277%,TOPIX Small 1
20260529,明電舎,6508,電気機器,0.0341%,TOPIX Small 1
20260529,山洋電気,6516,電気機器,0.0143%,TOPIX Small 1
20260529,デンヨー,6517,電気機器,0.0047%,TOPIX Small 2
20260529,ＰＨＣホールディングス,6523,電気機器,0.0038%,TOPIX Small 1
20260529,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,6525,電気機器,0.1717%,TOPIX Mid400
20260529,ソシオネクスト,6526,電気機器,0.0416%,TOPIX Mid400
20260529,ベイカレント,6532,サービス業,0.0766%,TOPIX Mid400
20260529,Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,6533,サービス業,0.0004%,TOPIX Small 2
20260529,アイモバイル,6535,サービス業,0.0013%,TOPIX Small 2
20260529,ＭＳ－Ｊａｐａｎ,6539,サービス業,0.0011%,TOPIX Small 2
20260529,ジャパンエレベーターサービスホールディングス,6544,サービス業,0.0275%,TOPIX Mid400
20260529,エル・ティー・エス,6560,サービス業,0.0004%,TOPIX Small 2
20260529,ミダックホールディングス,6564,サービス業,0.0020%,TOPIX Small 2
20260529,キュービーネットホールディングス,6571,サービス業,0.0012%,TOPIX Small 2
20260529,オープングループ,6572,サービス業,0.0005%,TOPIX Small 2
20260529,三櫻工業,6584,輸送用機器,0.0025%,TOPIX Small 2
20260529,マキタ,6586,機械,0.1256%,TOPIX Mid400
20260529,東芝テック,6588,電気機器,0.0074%,TOPIX Small 1
20260529,芝浦メカトロニクス,6590,電気機器,0.0293%,TOPIX Small 1
20260529,マブチモーター,6592,電気機器,0.0273%,TOPIX Mid400
20260529,ユー・エム・シー・エレクトロニクス,6615,電気機器,0.0003%,TOPIX Small 2
20260529,トレックス・セミコンダクター,6616,電気機器,0.0020%,TOPIX Small 2
20260529,東光高岳,6617,電気機器,0.0080%,TOPIX Small 2
20260529,ダブル・スコープ,6619,電気機器,0.0019%,TOPIX Small 2
20260529,宮越ホールディングス,6620,不動産業,0.0005%,TOPIX Small 2
20260529,ダイヘン,6622,電気機器,0.0267%,TOPIX Small 1
20260529,ヤーマン,6630,電気機器,0.0026%,TOPIX Small 1
20260529,ＪＶＣケンウッド,6632,電気機器,0.0158%,TOPIX Mid400
20260529,ミマキエンジニアリング,6638,電気機器,0.0028%,TOPIX Small 2
20260529,大崎電気工業,6644,電気機器,0.0058%,TOPIX Small 2
20260529,オムロン,6645,電気機器,0.0880%,TOPIX Mid400
20260529,日東工業,6651,電気機器,0.0103%,TOPIX Small 1
20260529,ＩＤＥＣ,6652,電気機器,0.0081%,TOPIX Small 1
20260529,ジーエス・ユアサ　コーポレーション,6674,電気機器,0.0490%,TOPIX Mid400
20260529,バッファロー,6676,電気機器,0.0023%,TOPIX Small 2
20260529,テクノメディカ,6678,電気機器,0.0007%,TOPIX Small 2
20260529,ダイヤモンドエレクトリックホールディングス,6699,電気機器,0.0005%,TOPIX Small 2
20260529,日本電気,6701,電気機器,0.4915%,TOPIX Large70
20260529,富士通,6702,電気機器,0.5654%,TOPIX Large70
20260529,沖電気工業,6703,電気機器,0.0313%,TOPIX Small 1
20260529,電気興業,6706,電気機器,0.0023%,TOPIX Small 2
20260529,サンケン電気,6707,電気機器,0.0170%,TOPIX Mid400
20260529,アイホン,6718,電気機器,0.0026%,TOPIX Small 2
20260529,ルネサスエレクトロニクス,6723,電気機器,0.7960%,TOPIX Large70
20260529,セイコーエプソン,6724,電気機器,0.0665%,TOPIX Mid400
20260529,ワコム,6727,電気機器,0.0093%,TOPIX Small 1
20260529,アルバック,6728,電気機器,0.0444%,TOPIX Mid400
20260529,アクセル,6730,電気機器,0.0010%,TOPIX Small 2
20260529,ＥＩＺＯ,6737,電気機器,0.0068%,TOPIX Small 1
20260529,ジャパンディスプレイ,6740,電気機器,0.0060%,TOPIX Small 2
20260529,日本信号,6741,電気機器,0.0073%,TOPIX Small 2
20260529,京三製作所,6742,電気機器,0.0032%,TOPIX Small 2
20260529,能美防災,6744,電気機器,0.0122%,TOPIX Small 1
20260529,ホーチキ,6745,電気機器,0.0084%,TOPIX Small 2
20260529,エレコム,6750,電気機器,0.0074%,TOPIX Small 1
20260529,パナソニック　ホールディングス,6752,電気機器,0.7975%,TOPIX Large70
20260529,シャープ,6753,電気機器,0.0137%,TOPIX Mid400
20260529,アンリツ,6754,電気機器,0.0542%,TOPIX Mid400
20260529,ソニーグループ,6758,電気機器,2.1459%,TOPIX Core30
20260529,ＴＤＫ,6762,電気機器,0.6473%,TOPIX Large70
20260529,帝国通信工業,6763,電気機器,0.0024%,TOPIX Small 2
20260529,タムラ製作所,6768,電気機器,0.0078%,TOPIX Small 1
20260529,アルプスアルパイン,6770,電気機器,0.0305%,TOPIX Mid400
20260529,日本電波工業,6779,電気機器,0.0070%,TOPIX Small 2
20260529,鈴木,6785,電気機器,0.0037%,TOPIX Small 2
20260529,メイコー,6787,電気機器,0.0629%,TOPIX Small 1
20260529,日本トリム,6788,電気機器,0.0017%,TOPIX Small 2
20260529,フォスター電機,6794,電気機器,0.0048%,TOPIX Small 2
20260529,ＳＭＫ,6798,電気機器,0.0016%,TOPIX Small 2
20260529,ヨコオ,6800,電気機器,0.0084%,TOPIX Small 2
20260529,ホシデン,6804,電気機器,0.0097%,TOPIX Small 1
20260529,ヒロセ電機,6806,電気機器,0.0749%,TOPIX Mid400
20260529,日本航空電子工業,6807,電気機器,0.0108%,TOPIX Small 1
20260529,ＴＯＡ,6809,電気機器,0.0029%,TOPIX Small 2
20260529,マクセル,6810,電気機器,0.0074%,TOPIX Small 1
20260529,古野電気,6814,電気機器,0.0142%,TOPIX Small 1
20260529,スミダコーポレーション,6817,電気機器,0.0046%,TOPIX Small 2
20260529,アイコム,6820,電気機器,0.0022%,TOPIX Small 2
20260529,リオン,6823,電気機器,0.0026%,TOPIX Small 2
20260529,横河電機,6841,電気機器,0.0956%,TOPIX Mid400
20260529,新電元工業,6844,電気機器,0.0028%,TOPIX Small 2
20260529,アズビル,6845,電気機器,0.0730%,TOPIX Mid400
20260529,日本光電工業,6849,電気機器,0.0217%,TOPIX Mid400
20260529,チノー,6850,電気機器,0.0026%,TOPIX Small 2
20260529,日本電子材料,6855,電気機器,0.0098%,TOPIX Small 2
20260529,堀場製作所,6856,電気機器,0.0899%,TOPIX Mid400
20260529,アドバンテスト,6857,電気機器,1.4233%,TOPIX Core30
20260529,エスペック,6859,電気機器,0.0070%,TOPIX Small 1
20260529,キーエンス,6861,電気機器,1.4476%,TOPIX Core30
20260529,日置電機,6866,電気機器,0.0116%,TOPIX Small 1
20260529,シスメックス,6869,電気機器,0.0653%,TOPIX Mid400
20260529,日本マイクロニクス,6871,電気機器,0.0438%,TOPIX Small 1
20260529,メガチップス,6875,電気機器,0.0143%,TOPIX Small 1
20260529,ＯＢＡＲＡ　ＧＲＯＵＰ,6877,電気機器,0.0053%,TOPIX Small 2
20260529,デンソー,6902,輸送用機器,0.3376%,TOPIX Large70
20260529,コーセル,6905,電気機器,0.0035%,TOPIX Small 2
20260529,イリソ電子工業,6908,電気機器,0.0048%,TOPIX Small 1
20260529,オプテックスグループ,6914,電気機器,0.0130%,TOPIX Small 1
20260529,千代田インテグレ,6915,電気機器,0.0014%,TOPIX Small 2
20260529,レーザーテック,6920,電気機器,0.3067%,TOPIX Large70
20260529,スタンレー電気,6923,電気機器,0.0272%,TOPIX Mid400
20260529,ウシオ電機,6925,電気機器,0.0281%,TOPIX Mid400
20260529,日本セラミック,6929,電気機器,0.0059%,TOPIX Small 1
20260529,山一電機,6941,電気機器,0.0154%,TOPIX Small 1
20260529,図研,6947,電気機器,0.0070%,TOPIX Small 1
20260529,日本電子,6951,電気機器,0.0297%,TOPIX Mid400
20260529,カシオ計算機,6952,電気機器,0.0255%,TOPIX Mid400
20260529,ファナック,6954,電気機器,0.6808%,TOPIX Large70
20260529,日本シイエムケイ,6958,電気機器,0.0044%,TOPIX Small 2
20260529,エンプラス,6961,電気機器,0.0063%,TOPIX Small 2
20260529,大真空,6962,電気機器,0.0027%,TOPIX Small 2
20260529,ローム,6963,電気機器,0.1935%,TOPIX Mid400
20260529,浜松ホトニクス,6965,電気機器,0.0803%,TOPIX Mid400
20260529,三井ハイテック,6966,電気機器,0.0095%,TOPIX Small 1
20260529,京セラ,6971,電気機器,0.3909%,TOPIX Large70
20260529,太陽誘電,6976,電気機器,0.1433%,TOPIX Mid400
20260529,村田製作所,6981,電気機器,1.6591%,TOPIX Large70
20260529,双葉電子工業,6986,電気機器,0.0024%,TOPIX Small 2
20260529,日東電工,6988,化学,0.1645%,TOPIX Mid400
20260529,東海理化電機製作所,6995,輸送用機器,0.0141%,TOPIX Small 1
20260529,ニチコン,6996,電気機器,0.0178%,TOPIX Small 1
20260529,日本ケミコン,6997,電気機器,0.0127%,TOPIX Small 2
20260529,ＫＯＡ,6999,電気機器,0.0091%,TOPIX Small 1
20260529,三井Ｅ＆Ｓ,7003,機械,0.0403%,TOPIX Mid400
20260529,カナデビア,7004,機械,0.0207%,TOPIX Small 1
20260529,三菱重工業,7011,機械,1.3010%,TOPIX Core30
20260529,川崎重工業,7012,輸送用機器,0.2135%,TOPIX Mid400
20260529,ＩＨＩ,7013,機械,0.2630%,TOPIX Mid400
20260529,名村造船所,7014,輸送用機器,0.0210%,TOPIX Small 1
20260529,マネジメントソリューションズ,7033,サービス業,0.0014%,TOPIX Small 2
20260529,プロレド・パートナーズ,7034,サービス業,0.0002%,TOPIX Small 2
20260529,フロンティア・マネジメント,7038,サービス業,0.0004%,TOPIX Small 2
20260529,アンビスホールディングス,7071,サービス業,0.0015%,TOPIX Small 2
20260529,カーブスホールディングス,7085,サービス業,0.0043%,TOPIX Small 1
20260529,Ｍａｃｂｅｅ　Ｐｌａｎｅｔ,7095,サービス業,0.0009%,TOPIX Small 2
20260529,日本車輌製造,7102,輸送用機器,0.0023%,TOPIX Small 2
20260529,ユニソルホールディングス,7128,卸売業,0.0034%,TOPIX Small 1
20260529,ヤマエグループホールディングス,7130,卸売業,0.0055%,TOPIX Small 1
20260529,ＦＰＧ,7148,証券、商品先物取引業,0.0097%,TOPIX Small 1
20260529,ライフネット生命保険,7157,保険業,0.0065%,TOPIX Small 1
20260529,全国保証,7164,その他金融業,0.0304%,TOPIX Mid400
20260529,めぶきフィナンシャルグループ,7167,銀行業,0.1106%,TOPIX Mid400
20260529,ジャパンインベストメントアドバイザー,7172,証券、商品先物取引業,0.0060%,TOPIX Small 1
20260529,東京きらぼしフィナンシャルグループ,7173,銀行業,0.0262%,TOPIX Small 1
20260529,九州フィナンシャルグループ,7180,銀行業,0.0476%,TOPIX Mid400
20260529,かんぽ生命保険,7181,保険業,0.0862%,TOPIX Mid400
20260529,ゆうちょ銀行,7182,銀行業,0.5930%,TOPIX Large70
20260529,富山第一銀行,7184,銀行業,0.0141%,TOPIX Small 1
20260529,横浜フィナンシャルグループ,7186,銀行業,0.1506%,TOPIX Mid400
20260529,ジェイリース,7187,その他金融業,0.0018%,TOPIX Small 2
20260529,西日本フィナンシャルホールディングス,7189,銀行業,0.0430%,TOPIX Mid400
20260529,ＳＢＩアルヒ,7198,その他金融業,0.0014%,TOPIX Small 2
20260529,プレミアグループ,7199,その他金融業,0.0061%,TOPIX Small 1
20260529,日産自動車,7201,輸送用機器,0.1095%,TOPIX Mid400
20260529,いすゞ自動車,7202,輸送用機器,0.1093%,TOPIX Mid400
20260529,トヨタ自動車,7203,輸送用機器,2.9209%,TOPIX Core30
20260529,三菱自動車工業,7211,輸送用機器,0.0257%,TOPIX Mid400
20260529,武蔵精密工業,7220,輸送用機器,0.0377%,TOPIX Small 1
20260529,日産車体,7222,輸送用機器,0.0030%,TOPIX Small 2
20260529,新明和工業,7224,輸送用機器,0.0115%,TOPIX Small 1
20260529,極東開発工業,7226,輸送用機器,0.0066%,TOPIX Small 1
20260529,トピー工業,7231,輸送用機器,0.0037%,TOPIX Small 2
20260529,ティラド,7236,輸送用機器,0.0047%,TOPIX Small 2
20260529,曙ブレーキ工業,7238,輸送用機器,0.0014%,TOPIX Small 2
20260529,タチエス,7239,輸送用機器,0.0076%,TOPIX Small 1
20260529,ＮＯＫ,7240,輸送用機器,0.0188%,TOPIX Mid400
20260529,フタバ産業,7241,輸送用機器,0.0049%,TOPIX Small 1
20260529,カヤバ,7242,輸送用機器,0.0124%,TOPIX Small 1
20260529,市光工業,7244,電気機器,0.0021%,TOPIX Small 2
20260529,大同メタル工業,7245,輸送用機器,0.0038%,TOPIX Small 2
20260529,プレス工業,7246,輸送用機器,0.0061%,TOPIX Small 1
20260529,アイシン,7259,輸送用機器,0.1114%,TOPIX Mid400
20260529,マツダ,7261,輸送用機器,0.0686%,TOPIX Mid400
20260529,本田技研工業,7267,輸送用機器,0.4892%,TOPIX Core30
20260529,スズキ,7269,輸送用機器,0.2619%,TOPIX Large70
20260529,ＳＵＢＡＲＵ,7270,輸送用機器,0.1302%,TOPIX Large70
20260529,ヤマハ発動機,7272,輸送用機器,0.1172%,TOPIX Mid400
20260529,小糸製作所,7276,電気機器,0.0523%,TOPIX Mid400
20260529,エクセディ,7278,輸送用機器,0.0184%,TOPIX Small 1
20260529,ミツバ,7280,電気機器,0.0046%,TOPIX Small 1
20260529,豊田合成,7282,輸送用機器,0.0268%,TOPIX Mid400
20260529,愛三工業,7283,輸送用機器,0.0057%,TOPIX Small 1
20260529,ヨロズ,7294,輸送用機器,0.0015%,TOPIX Small 2
20260529,エフ・シー・シー,7296,輸送用機器,0.0122%,TOPIX Small 1
20260529,シマノ,7309,輸送用機器,0.1254%,TOPIX Large70
20260529,テイ・エス　テック,7313,輸送用機器,0.0121%,TOPIX Mid400
20260529,三十三フィナンシャルグループ,7322,銀行業,0.0110%,TOPIX Small 2
20260529,第四北越フィナンシャルグループ,7327,銀行業,0.0339%,TOPIX Small 1
20260529,ひろぎんホールディングス,7337,銀行業,0.0499%,TOPIX Mid400
20260529,おきなわフィナンシャルグループ,7350,銀行業,0.0094%,TOPIX Small 1
20260529,ダイレクトマーケティングミックス,7354,サービス業,0.0005%,TOPIX Small 2
20260529,ポピンズ,7358,サービス業,0.0004%,TOPIX Small 2
20260529,ＬＩＴＡＬＩＣＯ,7366,サービス業,0.0027%,TOPIX Small 2
20260529,十六フィナンシャルグループ,7380,銀行業,0.0264%,TOPIX Small 1
20260529,ＣＣＩグループ,7381,銀行業,0.0193%,TOPIX Small 1
20260529,ネットプロテクションズホールディングス,7383,その他金融業,0.0019%,TOPIX Small 1
20260529,プロクレアホールディングス,7384,銀行業,0.0085%,TOPIX Small 2
20260529,ＦＰパートナー,7388,保険業,0.0017%,TOPIX Small 2
20260529,あいちフィナンシャルグループ,7389,銀行業,0.0248%,TOPIX Small 1
20260529,小野建,7414,卸売業,0.0027%,TOPIX Small 2
20260529,ノジマ,7419,小売業,0.0268%,TOPIX Small 1
20260529,カッパ・クリエイト,7421,小売業,0.0043%,TOPIX Small 1
20260529,伯東,7433,卸売業,0.0052%,TOPIX Small 1
20260529,コンドーテック,7438,卸売業,0.0023%,TOPIX Small 2
20260529,ナガイレーベン,7447,卸売業,0.0035%,TOPIX Small 2
20260529,良品計画,7453,小売業,0.1620%,TOPIX Mid400
20260529,松田産業,7456,卸売業,0.0094%,TOPIX Small 1
20260529,第一興商,7458,卸売業,0.0103%,TOPIX Mid400
20260529,メディパルホールディングス,7459,卸売業,0.0561%,TOPIX Mid400
20260529,アドヴァングループ,7463,小売業,0.0011%,TOPIX Small 2
20260529,ＳＰＫ,7466,卸売業,0.0019%,TOPIX Small 2
20260529,アルビス,7475,小売業,0.0015%,TOPIX Small 2
20260529,アズワン,7476,卸売業,0.0128%,TOPIX Mid400
20260529,スズデン,7480,卸売業,0.0020%,TOPIX Small 2
20260529,シモジマ,7482,卸売業,0.0019%,TOPIX Small 2
20260529,ドウシシャ,7483,卸売業,0.0067%,TOPIX Small 2
